Sample in Buffer,Sample in Window,TRIGGER,data/wr_en_fifo4,data/data_fifo4_in[3:0],data/rd_en_fifo4,data/data_fifo4_out[3:0],data/state34[3:0],data/next_state34[3:0],data/fifo34_start,data/cnt34[13:0],data/trigger,data/rd_en_ttt,data/ttt_out[63:0],data/pre_start,data/data_cnt[12:0],data/cnt_ch[3:0],data/adc_A_rd_fifo3,data/adc_A_data_cnt_fifo3[12:0],data/data_cnt_tem[12:0],data/sd_wr_start,data/event_cnt[63:0],data/full2F,data/led[3:0],data/ttt[63:0],data/ttt_cnt[4:0],data/rd_en_fifo5,data/data_length_fifo5[15:0],data/data_fifo5_out[3:0],data/rd_rst_busy,data/wr_rst_busy,data/full5,data/empty5
6911,6911,0,1,d,0,7,4,4,1,0047,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5ea0,1f,0,9100,3,0,0,0,0
6912,6912,0,1,a,0,7,4,4,1,0048,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5ea8,1f,0,9101,3,0,0,0,0
6913,6913,0,1,7,0,7,4,4,1,0049,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5eb0,1f,0,9102,3,0,0,0,0
6914,6914,0,1,d,0,7,4,4,1,004a,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5eb8,1f,0,9103,3,0,0,0,0
6915,6915,0,1,9,0,7,4,4,1,004b,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5ec0,1f,0,9104,3,0,0,0,0
6916,6916,0,1,7,0,7,4,4,1,004c,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5ec8,1f,0,9105,3,0,0,0,0
6917,6917,0,1,d,0,7,4,4,1,004d,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5ed0,1f,0,9106,3,0,0,0,0
6918,6918,0,1,a,0,7,4,4,1,004e,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5ed8,1f,0,9107,3,0,0,0,0
6919,6919,0,1,7,0,7,4,4,1,004f,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5ee0,1f,0,9108,3,0,0,0,0
6920,6920,0,1,d,0,7,4,4,1,0050,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5ee8,1f,0,9109,3,0,0,0,0
6921,6921,0,1,a,0,7,4,4,1,0051,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5ef0,1f,0,9110,3,0,0,0,0
6922,6922,0,1,7,0,7,4,4,1,0052,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5ef8,1f,0,9111,3,0,0,0,0
6923,6923,0,1,d,0,7,4,4,1,0053,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f00,1f,0,9112,3,0,0,0,0
6924,6924,0,1,9,0,7,4,4,1,0054,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f08,1f,0,9113,3,0,0,0,0
6925,6925,0,1,7,0,7,4,4,1,0055,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f10,1f,0,9114,3,0,0,0,0
6926,6926,0,1,d,0,7,4,4,1,0056,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f18,1f,0,9115,3,0,0,0,0
6927,6927,0,1,a,0,7,4,4,1,0057,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f20,1f,0,9116,3,0,0,0,0
6928,6928,0,1,7,0,7,4,4,1,0058,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f28,1f,0,9117,3,0,0,0,0
6929,6929,0,1,d,0,7,4,4,1,0059,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f30,1f,0,9118,3,0,0,0,0
6930,6930,0,1,a,0,7,4,4,1,005a,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f38,1f,0,9119,3,0,0,0,0
6931,6931,0,1,7,0,7,4,4,1,005b,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f40,1f,0,9120,3,0,0,0,0
6932,6932,0,1,d,0,7,4,4,1,005c,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f48,1f,0,9121,3,0,0,0,0
6933,6933,0,1,a,0,7,4,4,1,005d,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f50,1f,0,9122,3,0,0,0,0
6934,6934,0,1,7,0,7,4,4,1,005e,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f58,1f,0,9123,3,0,0,0,0
6935,6935,0,1,d,0,7,4,4,1,005f,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f60,1f,0,9124,3,0,0,0,0
6936,6936,0,1,a,0,7,4,4,1,0060,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f68,1f,0,9125,3,0,0,0,0
6937,6937,0,1,7,0,7,4,4,1,0061,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f70,1f,0,9126,3,0,0,0,0
6938,6938,0,1,d,0,7,4,4,1,0062,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f78,1f,0,9127,3,0,0,0,0
6939,6939,0,1,a,0,7,4,4,1,0063,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f80,1f,0,9128,3,0,0,0,0
6940,6940,0,1,7,0,7,4,4,1,0064,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f88,1f,0,9129,3,0,0,0,0
6941,6941,0,1,d,0,7,4,4,1,0065,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f90,1f,0,9130,3,0,0,0,0
6942,6942,0,1,b,0,7,4,4,1,0066,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5f98,1f,0,9131,3,0,0,0,0
6943,6943,0,1,7,0,7,4,4,1,0067,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5fa0,1f,0,9132,3,0,0,0,0
6944,6944,0,1,d,0,7,4,4,1,0068,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5fa8,1f,0,9133,3,0,0,0,0
6945,6945,0,1,b,0,7,4,4,1,0069,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5fb0,1f,0,9134,3,0,0,0,0
6946,6946,0,1,7,0,7,4,4,1,006a,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5fb8,1f,0,9135,3,0,0,0,0
6947,6947,0,1,d,1,7,4,4,1,006b,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5fc0,1f,0,9136,3,0,0,0,0
6948,6948,0,1,a,0,7,4,4,1,006c,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5fc8,1f,0,9137,3,0,0,0,0
6949,6949,0,1,7,0,3,4,4,1,006d,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5fd0,1f,0,9138,3,0,0,0,0
6950,6950,0,1,d,0,3,4,4,1,006e,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5fd8,1f,0,9139,3,0,0,0,0
6951,6951,0,1,b,0,3,4,4,1,006f,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5fe0,1f,0,9140,3,0,0,0,0
6952,6952,0,1,7,0,3,4,4,1,0070,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5fe8,1f,0,9141,3,0,0,0,0
6953,6953,0,1,d,0,3,4,4,1,0071,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5ff0,1f,0,9142,3,0,0,0,0
6954,6954,0,1,b,0,3,4,4,1,0072,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb5ff8,1f,0,9143,3,0,0,0,0
6955,6955,0,1,7,0,3,4,4,1,0073,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6000,1f,0,9144,3,0,0,0,0
6956,6956,0,1,d,0,3,4,4,1,0074,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6008,1f,0,9145,3,0,0,0,0
6957,6957,0,1,c,0,3,4,4,1,0075,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6010,1f,0,9146,3,0,0,0,0
6958,6958,0,1,7,0,3,4,4,1,0076,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6018,1f,0,9147,3,0,0,0,0
6959,6959,0,1,d,0,3,4,4,1,0077,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6020,1f,0,9148,3,0,0,0,0
6960,6960,0,1,b,0,3,4,4,1,0078,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6028,1f,0,9149,3,0,0,0,0
6961,6961,0,1,7,0,3,4,4,1,0079,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6030,1f,0,9150,3,0,0,0,0
6962,6962,0,1,d,0,3,4,4,1,007a,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6038,1f,0,9151,3,0,0,0,0
6963,6963,0,1,b,0,3,4,4,1,007b,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6040,1f,0,9152,3,0,0,0,0
6964,6964,0,1,7,0,3,4,4,1,007c,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6048,1f,0,9153,3,0,0,0,0
6965,6965,0,1,d,0,3,4,4,1,007d,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6050,1f,0,9154,3,0,0,0,0
6966,6966,0,1,b,0,3,4,4,1,007e,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6058,1f,0,9155,3,0,0,0,0
6967,6967,0,1,7,0,3,4,4,1,007f,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6060,1f,0,9156,3,0,0,0,0
6968,6968,0,1,d,0,3,4,4,1,0080,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6068,1f,0,9157,3,0,0,0,0
6969,6969,0,1,a,0,3,4,4,1,0081,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6070,1f,0,9158,3,0,0,0,0
6970,6970,0,1,7,0,3,4,4,1,0082,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6078,1f,0,9159,3,0,0,0,0
6971,6971,0,1,d,0,3,4,4,1,0083,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6080,1f,0,9160,3,0,0,0,0
6972,6972,0,1,a,0,3,4,4,1,0084,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6088,1f,0,9161,3,0,0,0,0
6973,6973,0,1,7,0,3,4,4,1,0085,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6090,1f,0,9162,3,0,0,0,0
6974,6974,0,1,d,0,3,4,4,1,0086,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6098,1f,0,9163,3,0,0,0,0
6975,6975,0,1,9,0,3,4,4,1,0087,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb60a0,1f,0,9164,3,0,0,0,0
6976,6976,0,1,7,0,3,4,4,1,0088,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb60a8,1f,0,9165,3,0,0,0,0
6977,6977,0,1,d,0,3,4,4,1,0089,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb60b0,1f,0,9166,3,0,0,0,0
6978,6978,0,1,9,0,3,4,4,1,008a,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb60b8,1f,0,9167,3,0,0,0,0
6979,6979,0,1,7,0,3,4,4,1,008b,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb60c0,1f,0,9168,3,0,0,0,0
6980,6980,0,1,d,0,3,4,4,1,008c,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb60c8,1f,0,9169,3,0,0,0,0
6981,6981,0,1,7,0,3,4,4,1,008d,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb60d0,1f,0,9170,3,0,0,0,0
6982,6982,0,1,7,0,3,4,4,1,008e,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb60d8,1f,0,9171,3,0,0,0,0
6983,6983,0,1,d,0,3,4,4,1,008f,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb60e0,1f,0,9172,3,0,0,0,0
6984,6984,0,1,7,0,3,4,4,1,0090,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb60e8,1f,0,9173,3,0,0,0,0
6985,6985,0,1,7,0,3,4,4,1,0091,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb60f0,1f,0,9174,3,0,0,0,0
6986,6986,0,1,d,0,3,4,4,1,0092,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb60f8,1f,0,9175,3,0,0,0,0
6987,6987,0,1,7,0,3,4,4,1,0093,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6100,1f,0,9176,3,0,0,0,0
6988,6988,0,1,7,0,3,4,4,1,0094,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6108,1f,0,9177,3,0,0,0,0
6989,6989,0,1,d,0,3,4,4,1,0095,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6110,1f,0,9178,3,0,0,0,0
6990,6990,0,1,5,0,3,4,4,1,0096,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6118,1f,0,9179,3,0,0,0,0
6991,6991,0,1,7,0,3,4,4,1,0097,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6120,1f,0,9180,3,0,0,0,0
6992,6992,0,1,d,0,3,4,4,1,0098,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6128,1f,0,9181,3,0,0,0,0
6993,6993,0,1,a,0,3,4,4,1,0099,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6130,1f,0,9182,3,0,0,0,0
6994,6994,0,1,7,0,3,4,4,1,009a,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6138,1f,0,9183,3,0,0,0,0
6995,6995,0,1,d,0,3,4,4,1,009b,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6140,1f,0,9184,3,0,0,0,0
6996,6996,0,1,6,0,3,4,4,1,009c,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6148,1f,0,9185,3,0,0,0,0
6997,6997,0,1,7,0,3,4,4,1,009d,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6150,1f,0,9186,3,0,0,0,0
6998,6998,0,1,d,0,3,4,4,1,009e,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6158,1f,0,9187,3,0,0,0,0
6999,6999,0,1,8,0,3,4,4,1,009f,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6160,1f,0,9188,3,0,0,0,0
7000,7000,0,1,7,0,3,4,4,1,00a0,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6168,1f,0,9189,3,0,0,0,0
7001,7001,0,1,d,0,3,4,4,1,00a1,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6170,1f,0,9190,3,0,0,0,0
7002,7002,0,1,9,0,3,4,4,1,00a2,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6178,1f,0,9191,3,0,0,0,0
7003,7003,0,1,7,0,3,4,4,1,00a3,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6180,1f,0,9192,3,0,0,0,0
7004,7004,0,1,d,0,3,4,4,1,00a4,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6188,1f,0,9193,3,0,0,0,0
7005,7005,0,1,7,0,3,4,4,1,00a5,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6190,1f,0,9194,3,0,0,0,0
7006,7006,0,1,7,0,3,4,4,1,00a6,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6198,1f,0,9195,3,0,0,0,0
7007,7007,0,1,d,0,3,4,4,1,00a7,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb61a0,1f,0,9196,3,0,0,0,0
7008,7008,0,1,9,0,3,4,4,1,00a8,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb61a8,1f,0,9197,3,0,0,0,0
7009,7009,0,1,7,0,3,4,4,1,00a9,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb61b0,1f,0,9198,3,0,0,0,0
7010,7010,0,1,d,0,3,4,4,1,00aa,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb61b8,1f,0,9199,3,0,0,0,0
7011,7011,0,1,7,0,3,4,4,1,00ab,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb61c0,1f,0,9200,3,0,0,0,0
7012,7012,0,1,7,0,3,4,4,1,00ac,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb61c8,1f,0,9201,3,0,0,0,0
7013,7013,0,1,d,0,3,4,4,1,00ad,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb61d0,1f,0,9202,3,0,0,0,0
7014,7014,0,1,a,0,3,4,4,1,00ae,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb61d8,1f,0,9203,3,0,0,0,0
7015,7015,0,1,7,0,3,4,4,1,00af,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb61e0,1f,0,9204,3,0,0,0,0
7016,7016,0,1,d,0,3,4,4,1,00b0,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb61e8,1f,0,9205,3,0,0,0,0
7017,7017,0,1,9,0,3,4,4,1,00b1,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb61f0,1f,0,9206,3,0,0,0,0
7018,7018,0,1,7,0,3,4,4,1,00b2,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb61f8,1f,0,9207,3,0,0,0,0
7019,7019,0,1,d,0,3,4,4,1,00b3,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6200,1f,0,9208,3,0,0,0,0
7020,7020,0,1,9,0,3,4,4,1,00b4,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6208,1f,0,9209,3,0,0,0,0
7021,7021,0,1,7,0,3,4,4,1,00b5,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6210,1f,0,9210,3,0,0,0,0
7022,7022,0,1,d,0,3,4,4,1,00b6,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6218,1f,0,9211,3,0,0,0,0
7023,7023,0,1,9,0,3,4,4,1,00b7,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6220,1f,0,9212,3,0,0,0,0
7024,7024,0,1,7,0,3,4,4,1,00b8,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6228,1f,0,9213,3,0,0,0,0
7025,7025,0,1,d,0,3,4,4,1,00b9,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6230,1f,0,9214,3,0,0,0,0
7026,7026,0,1,9,0,3,4,4,1,00ba,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6238,1f,0,9215,3,0,0,0,0
7027,7027,0,1,7,0,3,4,4,1,00bb,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6240,1f,0,9216,3,0,0,0,0
7028,7028,0,1,d,0,3,4,4,1,00bc,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6248,1f,0,9217,3,0,0,0,0
7029,7029,0,1,8,0,3,4,4,1,00bd,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6250,1f,0,9218,3,0,0,0,0
7030,7030,0,1,7,0,3,4,4,1,00be,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6258,1f,0,9219,3,0,0,0,0
7031,7031,0,1,d,0,3,4,4,1,00bf,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6260,1f,0,9220,3,0,0,0,0
7032,7032,0,1,9,0,3,4,4,1,00c0,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6268,1f,0,9221,3,0,0,0,0
7033,7033,0,1,7,0,3,4,4,1,00c1,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6270,1f,0,9222,3,0,0,0,0
7034,7034,0,1,d,0,3,4,4,1,00c2,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6278,1f,0,9223,3,0,0,0,0
7035,7035,0,1,9,0,3,4,4,1,00c3,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6280,1f,0,9224,3,0,0,0,0
7036,7036,0,1,7,0,3,4,4,1,00c4,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6288,1f,0,9225,3,0,0,0,0
7037,7037,0,1,d,0,3,4,4,1,00c5,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6290,1f,0,9226,3,0,0,0,0
7038,7038,0,1,9,0,3,4,4,1,00c6,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb6298,1f,0,9227,3,0,0,0,0
7039,7039,0,1,7,1,3,4,4,1,00c7,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb62a0,1f,0,9228,3,0,0,0,0
7040,7040,0,1,d,0,3,4,4,1,00c8,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb62a8,1f,0,9229,3,0,0,0,0
7041,7041,0,1,a,0,8,4,4,1,00c9,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb62b0,1f,0,9230,3,0,0,0,0
7042,7042,0,1,7,0,8,4,4,1,00ca,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb62b8,1f,0,9231,3,0,0,0,0
7043,7043,0,1,d,0,8,4,4,1,00cb,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb62c0,1f,0,9232,3,0,0,0,0
7044,7044,0,1,9,0,8,4,4,1,00cc,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb62c8,1f,0,9233,3,0,0,0,0
7045,7045,0,1,7,0,8,4,4,1,00cd,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb62d0,1f,0,9234,3,0,0,0,0
7046,7046,0,1,d,0,8,4,4,1,00ce,0,0,000002a738519fc8,0,01bb,6,0,0000,01ba,0,0000000000003b2d,0,0,000002a8f5bb62d8,1f,0,9235,3,0,0,0,0
